abundance,acres,state,latitude,longitude
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
5,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
3,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
5,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
1,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
5,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
1,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
1,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
1,265828,CO,40.4,-105.58
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
3,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
1,218200,MN,48.5,-92.88
1,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
4,218200,MN,48.5,-92.88
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
1,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
4,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
4,8323148,AK,61.0,-142.0
4,8323148,AK,61.0,-142.0
5,8323148,AK,61.0,-142.0
1,2219791,WY  MT  ID,44.6,-110.5
1,2219791,WY  MT  ID,44.6,-110.5
5,2219791,WY  MT  ID,44.6,-110.5
