abundance,acres,state,latitude,longitude
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
5,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
5,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
4,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
1,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
3,249561,CA,34.01,-119.42
2,249561,CA,34.01,-119.42
4,183224,OR,42.94,-122.1
4,183224,OR,42.94,-122.1
2,183224,OR,42.94,-122.1
4,183224,OR,42.94,-122.1
2,183224,OR,42.94,-122.1
4,183224,OR,42.94,-122.1
1,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
1,32950,OH,41.24,-81.55
1,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
1,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
5,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
1,32950,OH,41.24,-81.55
3,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
4,32950,OH,41.24,-81.55
2,32950,OH,41.24,-81.55
3,3372402,AK,63.33,-150.5
4,4740912,CA  NV,36.24,-116.82
4,4740912,CA  NV,36.24,-116.82
4,4740912,CA  NV,36.24,-116.82
4,4740912,CA  NV,36.24,-116.82
4,4740912,CA  NV,36.24,-116.82
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
5,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
4,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
1,64701,FL,24.63,-82.87
2,64701,FL,24.63,-82.87
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
1,1508538,FL,25.32,-80.93
3,1508538,FL,25.32,-80.93
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
2,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
1,77180,NV,38.98,-114.3
4,77180,NV,38.98,-114.3
5,77180,NV,38.98,-114.3
4,77180,NV,38.98,-114.3
2,77180,NV,38.98,-114.3
1,1217403,AZ,36.06,-112.14
4,1217403,AZ,36.06,-112.14
4,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
4,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
4,1217403,AZ,36.06,-112.14
4,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
3,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,42984,CO,37.73,-105.51
4,42984,CO,37.73,-105.51
5,42984,CO,37.73,-105.51
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
