abundance,acres,state,latitude,longitude
2,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
4,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
5,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1508538,FL,25.32,-80.93
2,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
1,1013572,MT,48.8,-114.0
2,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
4,1013572,MT,48.8,-114.0
2,3224840,AK,58.5,-137.0
2,77180,NV,38.98,-114.3
1,1217403,AZ,36.06,-112.14
5,1217403,AZ,36.06,-112.14
5,1217403,AZ,36.06,-112.14
5,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,1217403,AZ,36.06,-112.14
2,1217403,AZ,36.06,-112.14
1,42984,CO,37.73,-105.51
4,42984,CO,37.73,-105.51
4,42984,CO,37.73,-105.51
1,42984,CO,37.73,-105.51
4,42984,CO,37.73,-105.51
4,42984,CO,37.73,-105.51
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
5,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
5,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
4,521490,TN  NC,35.68,-83.53
1,521490,TN  NC,35.68,-83.53
2,521490,TN  NC,35.68,-83.53
2,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
1,309995,WY,43.73,-110.8
4,309995,WY,43.73,-110.8
1,86416,TX,31.92,-104.87
4,86416,TX,31.92,-104.87
2,29094,HI,20.72,-156.17
2,29094,HI,20.72,-156.17
1,29094,HI,20.72,-156.17
1,323431,HI,19.38,-155.2
1,323431,HI,19.38,-155.2
1,323431,HI,19.38,-155.2
1,323431,HI,19.38,-155.2
4,5550,AR,34.51,-93.05
1,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
2,5550,AR,34.51,-93.05
2,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
4,5550,AR,34.51,-93.05
2,5550,AR,34.51,-93.05
2,5550,AR,34.51,-93.05
4,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
2,571790,MI,48.1,-88.55
2,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
4,571790,MI,48.1,-88.55
4,789745,CA,33.79,-115.9
2,789745,CA,33.79,-115.9
4,106372,CA,40.49,-121.51
5,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
2,106372,CA,40.49,-121.51
1,106372,CA,40.49,-121.51
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
5,52830,KY,37.18,-86.1
5,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52830,KY,37.18,-86.1
1,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
4,52830,KY,37.18,-86.1
2,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
2,52122,CO,37.18,-108.49
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
1,235625,WA,46.85,-121.75
4,235625,WA,46.85,-121.75
2,235625,WA,46.85,-121.75
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
4,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
1,504781,WA,48.7,-121.2
2,504781,WA,48.7,-121.2
2,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
5,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
5,922651,WA,47.97,-123.5
4,922651,WA,47.97,-123.5
2,922651,WA,47.97,-123.5
5,93533,AZ,35.07,-109.78
2,93533,AZ,35.07,-109.78
2,93533,AZ,35.07,-109.78
2,93533,AZ,35.07,-109.78
4,93533,AZ,35.07,-109.78
5,93533,AZ,35.07,-109.78
2,93533,AZ,35.07,-109.78
4,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
3,26606,CA,36.48,-121.16
5,26606,CA,36.48,-121.16
4,26606,CA,36.48,-121.16
2,26606,CA,36.48,-121.16
4,112512,CA,41.3,-124.0
5,112512,CA,41.3,-124.0
5,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
5,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
5,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
2,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
4,112512,CA,41.3,-124.0
1,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,265828,CO,40.4,-105.58
4,265828,CO,40.4,-105.58
2,91440,AZ,32.25,-110.5
2,91440,AZ,32.25,-110.5
4,91440,AZ,32.25,-110.5
2,91440,AZ,32.25,-110.5
2,91440,AZ,32.25,-110.5
4,91440,AZ,32.25,-110.5
1,865952,CA,36.43,-118.68
1,865952,CA,36.43,-118.68
5,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
2,865952,CA,36.43,-118.68
4,865952,CA,36.43,-118.68
4,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
1,199045,VA,38.53,-78.35
5,199045,VA,38.53,-78.35
4,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
2,199045,VA,38.53,-78.35
5,70447,ND,46.97,-103.45
5,70447,ND,46.97,-103.45
2,70447,ND,46.97,-103.45
1,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
2,28295,SD,43.57,-103.48
3,28295,SD,43.57,-103.48
5,28295,SD,43.57,-103.48
4,8323148,AK,61.0,-142.0
4,8323148,AK,61.0,-142.0
2,2219791,WY  MT  ID,44.6,-110.5
5,2219791,WY  MT  ID,44.6,-110.5
5,2219791,WY  MT  ID,44.6,-110.5
4,2219791,WY  MT  ID,44.6,-110.5
2,761266,CA,37.83,-119.5
4,761266,CA,37.83,-119.5
2,761266,CA,37.83,-119.5
2,761266,CA,37.83,-119.5
2,761266,CA,37.83,-119.5
2,761266,CA,37.83,-119.5
2,761266,CA,37.83,-119.5
1,761266,CA,37.83,-119.5
4,761266,CA,37.83,-119.5
5,146598,UT,37.3,-113.05
4,146598,UT,37.3,-113.05
4,146598,UT,37.3,-113.05
5,146598,UT,37.3,-113.05
2,146598,UT,37.3,-113.05
